identifiant_visite,visit_num,visit_page_num,post_cust_hit_time_gmt,visit_start_time_gmt,referrer,encrypted_user_id,Account_Created_journey,simulated_detailed_event,Action_description,simulated_subject
0057a92995af563f48420e9ec4d55585-85,85,1,2022-05-17T18:45:46.000Z,2022-05-17T18:45:46.000Z,Search Engines,0057a92995af563f48420e9ec4d55585,0,Page_Mordu,,sports
00600d1fd907ad9a2e8f9be65f4fd1c5-28,28,1,2022-05-13T20:11:37.000Z,2022-05-13T20:11:37.000Z,Search Engines,00600d1fd907ad9a2e8f9be65f4fd1c5,0,Page_Mordu,,cuisine
00650e30cd0eac3d442bfd3def9ed0cc-1,1,1,2022-05-03T21:14:02.000Z,2022-05-03T21:14:02.000Z,Social Networks,00650e30cd0eac3d442bfd3def9ed0cc,0,Page_Mordu,,politique
00891c9ceefecb946ec1d927dd56976c-1,1,1,2022-05-20T14:05:15.000Z,2022-05-20T14:05:15.000Z,Typed/Bookmarked,00891c9ceefecb946ec1d927dd56976c,0,Page_Mordu,,politique
008b009ed211b371dceab51eaa8d1564-1,1,1,2022-06-13T18:00:00.000Z,2022-06-13T18:00:00.000Z,Search Engines,008b009ed211b371dceab51eaa8d1564,0,Page_accueil_Mordu,,
008b009ed211b371dceab51eaa8d1564-1,1,2,2022-06-13T18:00:09.000Z,2022-06-13T18:00:00.000Z,Search Engines,008b009ed211b371dceab51eaa8d1564,0,Page_Mordu,,cuisine
008b009ed211b371dceab51eaa8d1564-1,1,3,2022-06-13T18:05:31.000Z,2022-06-13T18:00:00.000Z,Search Engines,008b009ed211b371dceab51eaa8d1564,0,Page_Mordu,,environnement
008ba111de29e3e358724dfc69408703-37,37,1,2022-06-13T16:58:46.000Z,2022-06-13T16:58:46.000Z,Search Engines,008ba111de29e3e358724dfc69408703,0,Page_accueil_Mordu,,
008ce9ee4fd7c7e999644425291dc6cd-19,19,1,2022-06-10T12:03:04.000Z,2022-06-10T12:03:04.000Z,Typed/Bookmarked,008ce9ee4fd7c7e999644425291dc6cd,0,Page_accueil_Mordu,,
008ce9ee4fd7c7e999644425291dc6cd-19,19,2,2022-06-10T12:03:20.000Z,2022-06-10T12:03:04.000Z,Typed/Bookmarked,008ce9ee4fd7c7e999644425291dc6cd,0,Page_Mordu,,sports
008ce9ee4fd7c7e999644425291dc6cd-19,19,3,2022-06-10T12:03:53.000Z,2022-06-10T12:03:04.000Z,Typed/Bookmarked,008ce9ee4fd7c7e999644425291dc6cd,0,Page_accueil_Mordu,,
008e8dbf0614a6980a7fb94b460d703e-137,137,1,2022-06-05T21:36:34.000Z,2022-06-05T21:36:34.000Z,Search Engines,008e8dbf0614a6980a7fb94b460d703e,0,Page_Mordu,,sports
008f276c978e783226728e4bf534e26a-15,15,1,2022-06-15T22:34:47.000Z,2022-06-15T22:34:47.000Z,Search Engines,008f276c978e783226728e4bf534e26a,0,Page_Mordu,,sports
0095bb050c79939250a6413327aefacd-5,5,1,2022-05-11T16:45:48.000Z,2022-05-11T16:45:48.000Z,Social Networks,0095bb050c79939250a6413327aefacd,0,Page_Mordu,,sports
0096df659a6a693c86e1fe32402ce0a6-7,7,1,2022-05-28T23:50:29.000Z,2022-05-28T23:50:29.000Z,Search Engines,0096df659a6a693c86e1fe32402ce0a6,0,Page_Mordu,,cuisine
00a6c1ee7c51eb694684aa1c1ceb2282-3,3,1,2022-05-31T10:37:28.000Z,2022-05-31T10:37:28.000Z,Social Networks,00a6c1ee7c51eb694684aa1c1ceb2282,0,Page_Mordu,,cuisine
00af880f2f4cc3844f0b35185380b60f-3,3,1,2022-06-01T03:11:14.000Z,2022-06-01T03:11:14.000Z,Search Engines,00af880f2f4cc3844f0b35185380b60f,0,Page_Mordu,,sports
00b2f6672e8a5d2d4c7df87853f7bb2b-106,106,1,2022-05-27T14:15:34.000Z,2022-05-27T14:15:34.000Z,Typed/Bookmarked,00b2f6672e8a5d2d4c7df87853f7bb2b,0,Page_accueil_Mordu,,
00b38d3202e7525960771b9696e4a6e2-1,1,1,2022-05-16T04:04:30.000Z,2022-05-16T04:04:30.000Z,Other Web Sites,00b38d3202e7525960771b9696e4a6e2,0,Page_accueil_Mordu,,
00b3e9ef374bf3b85c3a5c8ffb96c196-1,1,1,2022-05-18T02:08:22.000Z,2022-05-18T02:08:22.000Z,Social Networks,00b3e9ef374bf3b85c3a5c8ffb96c196,0,Page_Mordu,,histoire
00c96ed26604935e792bc5d372cec558-1,1,1,2022-05-27T23:28:44.000Z,2022-05-27T23:28:44.000Z,Typed/Bookmarked,00c96ed26604935e792bc5d372cec558,0,Page_Mordu,,environnement
00c96ed26604935e792bc5d372cec558-1,1,2,2022-05-27T23:29:03.000Z,2022-05-27T23:28:44.000Z,Typed/Bookmarked,00c96ed26604935e792bc5d372cec558,0,Page_accueil_Mordu,,
00c96ed26604935e792bc5d372cec558-1,1,3,2022-05-27T23:29:29.000Z,2022-05-27T23:28:44.000Z,Typed/Bookmarked,00c96ed26604935e792bc5d372cec558,0,Page_Mordu,,cuisine
00c96ed26604935e792bc5d372cec558-1,1,4,2022-05-27T23:31:23.000Z,2022-05-27T23:28:44.000Z,Typed/Bookmarked,00c96ed26604935e792bc5d372cec558,0,Page_accueil_Mordu,,
00c96ed26604935e792bc5d372cec558-1,1,5,2022-05-27T23:31:33.000Z,2022-05-27T23:28:44.000Z,Typed/Bookmarked,00c96ed26604935e792bc5d372cec558,0,Page_Mordu,,politique
00c96ed26604935e792bc5d372cec558-1,1,6,2022-05-27T23:33:03.000Z,2022-05-27T23:28:44.000Z,Typed/Bookmarked,00c96ed26604935e792bc5d372cec558,0,Page_accueil_Mordu,,
00c96ed26604935e792bc5d372cec558-1,1,7,2022-05-27T23:34:18.000Z,2022-05-27T23:28:44.000Z,Typed/Bookmarked,00c96ed26604935e792bc5d372cec558,0,Page_Mordu,,environnement
00c96ed26604935e792bc5d372cec558-1,1,8,2022-05-27T23:34:37.000Z,2022-05-27T23:28:44.000Z,Typed/Bookmarked,00c96ed26604935e792bc5d372cec558,0,Page_accueil_Mordu,,
00cb2d474df4186ba784d8c9cb755cc3-1,1,1,2022-05-16T18:58:46.000Z,2022-05-16T18:58:46.000Z,Search Engines,00cb2d474df4186ba784d8c9cb755cc3,0,Page_OHdio,,politique
00cb2d474df4186ba784d8c9cb755cc3-1,1,2,2022-05-16T19:03:04.000Z,2022-05-16T18:58:46.000Z,Search Engines,00cb2d474df4186ba784d8c9cb755cc3,0,Page_OHdio,,sports
00cc0420bfc91556807216c54df4b1fe-549,549,1,2022-06-15T14:20:49.000Z,2022-06-15T14:20:49.000Z,Typed/Bookmarked,00cc0420bfc91556807216c54df4b1fe,0,Page_accueil_Mordu,,
00d6868861417ee2783a8ec8546e08d1-1,1,1,2022-05-08T02:11:38.000Z,2022-05-08T02:11:38.000Z,Social Networks,00d6868861417ee2783a8ec8546e08d1,0,Page_Mordu,,economie
00da3aa98224f965a9bae7b239ee9298-125,125,1,2022-06-13T11:50:09.000Z,2022-06-13T11:50:09.000Z,Typed/Bookmarked,00da3aa98224f965a9bae7b239ee9298,0,Page_Mordu,,environnement
00da3aa98224f965a9bae7b239ee9298-125,125,2,2022-06-13T11:50:09.000Z,2022-06-13T11:50:09.000Z,Typed/Bookmarked,00da3aa98224f965a9bae7b239ee9298,0,Page_Mordu,,sports
00da3aa98224f965a9bae7b239ee9298-125,125,3,2022-06-13T11:51:03.000Z,2022-06-13T11:50:09.000Z,Typed/Bookmarked,00da3aa98224f965a9bae7b239ee9298,0,Page_Mordu,,science
00da3aa98224f965a9bae7b239ee9298-125,125,4,2022-06-13T11:51:08.000Z,2022-06-13T11:50:09.000Z,Typed/Bookmarked,00da3aa98224f965a9bae7b239ee9298,0,Page_Mordu,,economie
00da3aa98224f965a9bae7b239ee9298-125,125,5,2022-06-13T11:51:48.000Z,2022-06-13T11:50:09.000Z,Typed/Bookmarked,00da3aa98224f965a9bae7b239ee9298,0,Page_Mordu,,science
00da3aa98224f965a9bae7b239ee9298-125,125,6,2022-06-13T11:52:00.000Z,2022-06-13T11:50:09.000Z,Typed/Bookmarked,00da3aa98224f965a9bae7b239ee9298,0,Page_Mordu,,cuisine
00da3aa98224f965a9bae7b239ee9298-125,125,7,2022-06-13T11:52:08.000Z,2022-06-13T11:50:09.000Z,Typed/Bookmarked,00da3aa98224f965a9bae7b239ee9298,0,Page_Mordu,,cuisine
00da3aa98224f965a9bae7b239ee9298-125,125,8,2022-06-13T11:52:14.000Z,2022-06-13T11:50:09.000Z,Typed/Bookmarked,00da3aa98224f965a9bae7b239ee9298,0,Page_Mordu,,sports
00da3aa98224f965a9bae7b239ee9298-125,125,9,2022-06-13T11:52:27.000Z,2022-06-13T11:50:09.000Z,Typed/Bookmarked,00da3aa98224f965a9bae7b239ee9298,0,Page_Mordu,,economie
00de2162824351360a28918708a10900-1,1,1,2022-06-15T19:00:23.000Z,2022-06-15T19:00:23.000Z,Social Networks,00de2162824351360a28918708a10900,0,Page_Mordu,,economie
00de4ea00ad7a206a74c7e67d921a18d-13,13,1,2022-06-04T09:12:59.000Z,2022-06-04T09:12:59.000Z,Social Networks,00de4ea00ad7a206a74c7e67d921a18d,0,Page_Mordu,,economie
00de6114def1d1a2756c4af1aa0c41d2-210,210,1,2022-05-14T02:13:04.000Z,2022-05-14T02:13:04.000Z,Typed/Bookmarked,00de6114def1d1a2756c4af1aa0c41d2,0,Page_accueil_Mordu,,
00ded3b0f9ec56b08457a94101b8b0c5-1,1,1,2022-05-16T15:17:26.000Z,2022-05-16T15:17:26.000Z,Typed/Bookmarked,00ded3b0f9ec56b08457a94101b8b0c5,0,Page_Mordu,,environnement
00e17b8b57bd2d0ca4f558408700ed18-2269,2269,1,2022-05-27T04:19:29.000Z,2022-05-27T04:19:29.000Z,Typed/Bookmarked,00e17b8b57bd2d0ca4f558408700ed18,0,Page_accueil_Mordu,,
00e17b8b57bd2d0ca4f558408700ed18-2269,2269,2,2022-05-27T04:20:15.000Z,2022-05-27T04:19:29.000Z,Typed/Bookmarked,00e17b8b57bd2d0ca4f558408700ed18,0,Page_Mordu,,histoire
00e17b8b57bd2d0ca4f558408700ed18-2269,2269,3,2022-05-27T04:22:16.000Z,2022-05-27T04:19:29.000Z,Typed/Bookmarked,00e17b8b57bd2d0ca4f558408700ed18,0,Page_accueil_Mordu,,
00e17b8b57bd2d0ca4f558408700ed18-2269,2269,4,2022-05-27T04:22:49.000Z,2022-05-27T04:19:29.000Z,Typed/Bookmarked,00e17b8b57bd2d0ca4f558408700ed18,0,Page_accueil_Mordu,,
00f38934fa2606ab7759f2b8e96e5801-1,1,1,2022-05-09T00:51:49.000Z,2022-05-09T00:51:49.000Z,Search Engines,00f38934fa2606ab7759f2b8e96e5801,0,Page_Mordu,,science
00f7bf6ddf65b5a41ba54d6514e66646-5,5,1,2022-05-14T23:49:20.000Z,2022-05-14T23:49:20.000Z,Social Networks,00f7bf6ddf65b5a41ba54d6514e66646,0,Page_Mordu,,politique
00ff1db83496502b2499956ec2c03743-1,1,1,2022-05-09T14:13:19.000Z,2022-05-09T14:13:19.000Z,Other Web Sites,00ff1db83496502b2499956ec2c03743,0,Page_accueil_Mordu,,
01092b55d26b3001d2576e3b4fa139dd-36,36,1,2022-05-21T12:18:10.000Z,2022-05-21T12:18:10.000Z,Social Networks,01092b55d26b3001d2576e3b4fa139dd,0,Page_Mordu,,science
010fecd25cf4a07bc95de054d553b24f-1472,1472,1,2022-06-11T22:20:32.000Z,2022-06-11T22:20:32.000Z,Typed/Bookmarked,010fecd25cf4a07bc95de054d553b24f,0,Page_accueil_Mordu,,
010fecd25cf4a07bc95de054d553b24f-1472,1472,2,2022-06-11T22:27:26.000Z,2022-06-11T22:20:32.000Z,Typed/Bookmarked,010fecd25cf4a07bc95de054d553b24f,0,Page_Mordu,,histoire
010fecd25cf4a07bc95de054d553b24f-1472,1472,3,2022-06-11T22:27:41.000Z,2022-06-11T22:20:32.000Z,Typed/Bookmarked,010fecd25cf4a07bc95de054d553b24f,0,Page_accueil_Mordu,,
010fecd25cf4a07bc95de054d553b24f-1472,1472,4,2022-06-11T22:34:06.000Z,2022-06-11T22:20:32.000Z,Typed/Bookmarked,010fecd25cf4a07bc95de054d553b24f,0,Page_accueil_Mordu,,
01159cb6146fcd097f4aeafaf131891d-1,1,1,2022-05-20T10:33:19.000Z,2022-05-20T10:33:19.000Z,Search Engines,01159cb6146fcd097f4aeafaf131891d,0,Page_OHdio,,sports
01159cb6146fcd097f4aeafaf131891d-1,1,2,2022-05-20T10:34:24.000Z,2022-05-20T10:33:19.000Z,Search Engines,01159cb6146fcd097f4aeafaf131891d,0,Page_OHdio,,politique
01159cb6146fcd097f4aeafaf131891d-1,1,3,2022-05-20T10:34:33.000Z,2022-05-20T10:33:19.000Z,Search Engines,01159cb6146fcd097f4aeafaf131891d,0,Video_Mordu,,economie
01159cb6146fcd097f4aeafaf131891d-1,1,4,2022-05-20T10:45:35.000Z,2022-05-20T10:33:19.000Z,Search Engines,01159cb6146fcd097f4aeafaf131891d,0,Video_Mordu,,economie
01162df0f5b00b7034beda2d12e53aff-30,30,1,2022-05-22T10:36:53.000Z,2022-05-22T10:36:53.000Z,Search Engines,01162df0f5b00b7034beda2d12e53aff,0,Page_Mordu,,cuisine
01162df0f5b00b7034beda2d12e53aff-30,30,2,2022-05-22T10:43:57.000Z,2022-05-22T10:36:53.000Z,Search Engines,01162df0f5b00b7034beda2d12e53aff,0,Page_Mordu,,cuisine
011e4d174bc3b15db569e364495459b0-32,32,1,2022-05-21T20:03:32.000Z,2022-05-21T20:03:32.000Z,Social Networks,011e4d174bc3b15db569e364495459b0,0,Page_Mordu,,histoire
01265fd69d7afbe4e675c76f0e17ec17-9,9,1,2022-06-17T15:28:07.000Z,2022-06-17T15:28:07.000Z,Social Networks,01265fd69d7afbe4e675c76f0e17ec17,0,Page_Mordu,,environnement
0126e6eb6a20436a42c0156d1ad6b954-1,1,1,2022-05-19T17:04:37.000Z,2022-05-19T17:04:37.000Z,Typed/Bookmarked,0126e6eb6a20436a42c0156d1ad6b954,0,Page_Mordu,,histoire
012946544fc1c41ad83e232bf783b0a4-1,1,1,2022-05-01T14:10:52.000Z,2022-05-01T14:10:52.000Z,Social Networks,012946544fc1c41ad83e232bf783b0a4,0,Page_Mordu,,economie
0134b60878b339216b6f570b062dcdbf-4,4,1,2022-05-03T19:30:14.000Z,2022-05-03T19:30:14.000Z,Social Networks,0134b60878b339216b6f570b062dcdbf,0,Page_Mordu,,science
014076181c3b7c24505a056c44cf612b-226,226,1,2022-05-30T18:51:22.000Z,2022-05-30T18:51:22.000Z,Search Engines,014076181c3b7c24505a056c44cf612b,0,Page_Mordu,,histoire
01431ec869e6c390fa7d73946075b156-6,6,1,2022-06-16T16:30:11.000Z,2022-06-16T16:30:11.000Z,Search Engines,01431ec869e6c390fa7d73946075b156,0,Page_Mordu,,cuisine
0144d3d01635ae59b7786a2ca8d7ad1a-8,8,1,2022-05-10T00:36:58.000Z,2022-05-10T00:36:58.000Z,Typed/Bookmarked,0144d3d01635ae59b7786a2ca8d7ad1a,0,Video_Mordu,,cuisine
0144d3d01635ae59b7786a2ca8d7ad1a-8,8,2,2022-05-10T00:48:26.000Z,2022-05-10T00:36:58.000Z,Typed/Bookmarked,0144d3d01635ae59b7786a2ca8d7ad1a,0,Video_Mordu,,cuisine
0144d3d01635ae59b7786a2ca8d7ad1a-8,8,3,2022-05-10T00:48:56.000Z,2022-05-10T00:36:58.000Z,Typed/Bookmarked,0144d3d01635ae59b7786a2ca8d7ad1a,0,Video_Mordu,,sports
0144d3d01635ae59b7786a2ca8d7ad1a-8,8,4,2022-05-10T00:49:09.000Z,2022-05-10T00:36:58.000Z,Typed/Bookmarked,0144d3d01635ae59b7786a2ca8d7ad1a,0,Video_Mordu,,economie
0144d3d01635ae59b7786a2ca8d7ad1a-8,8,5,2022-05-10T01:00:10.000Z,2022-05-10T00:36:58.000Z,Typed/Bookmarked,0144d3d01635ae59b7786a2ca8d7ad1a,0,Video_Mordu,,histoire
0144d3d01635ae59b7786a2ca8d7ad1a-8,8,6,2022-05-10T01:00:10.000Z,2022-05-10T00:36:58.000Z,Typed/Bookmarked,0144d3d01635ae59b7786a2ca8d7ad1a,0,Video_Mordu,,economie
0145c813ff77ca8cef3107414e75e6a1-274,274,1,2022-06-16T11:10:53.000Z,2022-06-16T11:10:53.000Z,Search Engines,0145c813ff77ca8cef3107414e75e6a1,0,Page_Mordu,,histoire
0152253b185bf9a85bef82ceb9d4ba8d-1006,1006,1,2022-05-04T02:07:10.000Z,2022-05-04T02:07:10.000Z,Typed/Bookmarked,0152253b185bf9a85bef82ceb9d4ba8d,0,Page_accueil_Mordu,,
0152253b185bf9a85bef82ceb9d4ba8d-1006,1006,2,2022-05-04T02:07:33.000Z,2022-05-04T02:07:10.000Z,Typed/Bookmarked,0152253b185bf9a85bef82ceb9d4ba8d,0,Video_Mordu,,cuisine
0152253b185bf9a85bef82ceb9d4ba8d-1006,1006,3,2022-05-04T02:18:31.000Z,2022-05-04T02:07:10.000Z,Typed/Bookmarked,0152253b185bf9a85bef82ceb9d4ba8d,0,Video_Mordu,,economie
0152253b185bf9a85bef82ceb9d4ba8d-1006,1006,4,2022-05-04T02:18:46.000Z,2022-05-04T02:07:10.000Z,Typed/Bookmarked,0152253b185bf9a85bef82ceb9d4ba8d,0,Video_Mordu,,politique
0152253b185bf9a85bef82ceb9d4ba8d-1006,1006,5,2022-05-04T02:19:00.000Z,2022-05-04T02:07:10.000Z,Typed/Bookmarked,0152253b185bf9a85bef82ceb9d4ba8d,0,Video_Mordu,,economie
0152253b185bf9a85bef82ceb9d4ba8d-1006,1006,6,2022-05-04T02:19:09.000Z,2022-05-04T02:07:10.000Z,Typed/Bookmarked,0152253b185bf9a85bef82ceb9d4ba8d,0,Video_Mordu,,economie
